Category,Book Name,Book Rate,Book Price(£),Book Availability,Book Url
Nonfiction,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,Four,In stock,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
Nonfiction,"Mother, Can You Not?",16.89,Five,In stock,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
Nonfiction,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,Three,In stock,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
Nonfiction,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,Two,In stock,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
Nonfiction,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,Two,In stock,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
Nonfiction,"Zero to One: Notes on Startups, or How to Build the Future",34.06,Three,In stock,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
Nonfiction,Why Not Me?,17.76,One,In stock,https://books.toscrape.com/catalogue/why-not-me_554/index.html
Nonfiction,When Breath Becomes Air,39.36,Two,In stock,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
Nonfiction,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,Four,In stock,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
Nonfiction,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,Five,In stock,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
Nonfiction,Rising Strong,21.82,Three,In stock,https://books.toscrape.com/catalogue/rising-strong_539/index.html
Nonfiction,Man's Search for Meaning,29.48,Three,In stock,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
Nonfiction,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,Two,In stock,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
Nonfiction,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,Three,In stock,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
Nonfiction,I Will Find You,44.21,One,In stock,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
Nonfiction,Brazen: The Courage to Find the You That's Been Hiding,19.22,Two,In stock,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Nonfiction,Between the World and Me,56.91,Four,In stock,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Nonfiction,Being Mortal: Medicine and What Matters in the End,55.06,Four,In stock,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
Nonfiction,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,Three,In stock,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
Nonfiction,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,Three,In stock,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Nonfiction,Finding God in the Ruins: How God Redeems Pain,46.64,Two,In stock,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
Nonfiction,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,Four,In stock,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
Nonfiction,In Cold Blood,49.98,Four,In stock,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
Nonfiction,"Girl, Interrupted",42.14,Three,In stock,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Nonfiction,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,Two,In stock,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Nonfiction,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,Four,In stock,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
Nonfiction,My Mother Was Nuts,31.63,Four,In stock,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
Nonfiction,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,Three,In stock,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
Nonfiction,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,Three,In stock,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
Nonfiction,The Gunning of America: Business and the Making of American Gun Culture,16.81,Four,In stock,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
Nonfiction,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,Two,In stock,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
Nonfiction,God Is Not Great: How Religion Poisons Everything,27.8,One,In stock,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
Nonfiction,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,Three,In stock,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html
Nonfiction,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,Three,In stock,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
Nonfiction,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,One,In stock,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
Nonfiction,Under the Banner of Heaven: A Story of Violent Faith,30.0,One,In stock,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
Nonfiction,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,One,In stock,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
Nonfiction,The Name of God is Mercy,37.25,Two,In stock,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html
Nonfiction,Stiff: The Curious Lives of Human Cadavers,36.74,Three,In stock,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
Nonfiction,Spilled Milk: Based on a True Story,49.51,One,In stock,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
Nonfiction,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,Four,In stock,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Nonfiction,Outliers: The Story of Success,14.16,One,In stock,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
Nonfiction,Notes from a Small Island (Notes From a Small Island #1),40.17,One,In stock,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
Nonfiction,Night (The Night Trilogy #1),13.51,One,In stock,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
Nonfiction,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,One,In stock,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
Nonfiction,Letter to a Christian Nation,22.2,One,In stock,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
Nonfiction,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,One,In stock,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
Nonfiction,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,One,In stock,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Nonfiction,Into the Wild,56.7,Five,In stock,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
Nonfiction,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,Three,In stock,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
Nonfiction,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,Two,In stock,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Nonfiction,Gratitude,26.66,Five,In stock,https://books.toscrape.com/catalogue/gratitude_163/index.html
Nonfiction,Disrupted: My Misadventure in the Start-Up Bubble,15.28,Five,In stock,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
Nonfiction,Brave Enough,51.32,Five,In stock,https://books.toscrape.com/catalogue/brave-enough_135/index.html
Nonfiction,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,Two,In stock,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
Nonfiction,Blink: The Power of Thinking Without Thinking,21.74,Five,In stock,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
Nonfiction,Black Flags: The Rise of ISIS,40.87,One,In stock,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
Nonfiction,Are We Smart Enough to Know How Smart Animals Are?,56.58,One,In stock,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
Nonfiction,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,Four,In stock,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
Nonfiction,"The Suffragettes (Little Black Classics, #96)",11.89,Two,In stock,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
Nonfiction,Kindle Paperwhite User's Guide,34.0,Three,In stock,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
Nonfiction,H is for Hawk,57.42,Five,In stock,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
Nonfiction,Travels with Charley: In Search of America,57.82,Five,In stock,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
Nonfiction,The Tumor,41.56,Five,In stock,https://books.toscrape.com/catalogue/the-tumor_85/index.html
Nonfiction,The End of the Jesus Era (An Investigation #1),14.4,One,In stock,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
Nonfiction,"Eat, Pray, Love",51.32,Three,In stock,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html
Music,Rip it Up and Start Again,35.02,Five,In stock,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
Music,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three,In stock,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
Music,How Music Works,37.32,Two,In stock,https://books.toscrape.com/catalogue/how-music-works_979/index.html
Music,Love Is a Mix Tape (Music #1),18.03,One,In stock,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Music,Please Kill Me: The Uncensored Oral History of Punk,31.19,Four,In stock,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,Five,In stock,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
Music,"Chronicles, Vol. 1",52.6,Two,In stock,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
Music,This Is Your Brain on Music: The Science of a Human Obsession,38.4,One,In stock,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Three,In stock,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
Music,No One Here Gets Out Alive,20.02,Five,In stock,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
Music,Life,31.58,Five,In stock,https://books.toscrape.com/catalogue/life_104/index.html
Music,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Two,In stock,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Music,Forever Rockers (The Rocker #12),28.8,Three,In stock,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
Default,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three,In stock,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
Default,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four,In stock,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
Default,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two,In stock,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
Default,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,Three,In stock,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
Default,Aladdin and His Wonderful Lamp,53.13,Three,In stock,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
Default,Penny Maybe,33.29,Three,In stock,https://books.toscrape.com/catalogue/penny-maybe_965/index.html
Default,Maude (1883-1993):She Grew Up with the country,18.02,Two,In stock,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
Default,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,Five,In stock,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html
Default,Soul Reader,39.58,Two,In stock,https://books.toscrape.com/catalogue/soul-reader_926/index.html
Default,Bossypants,49.46,Two,In stock,https://books.toscrape.com/catalogue/bossypants_883/index.html
Default,A World of Flavor: Your Gluten Free Passport,42.95,One,In stock,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,Five,In stock,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
Default,Tracing Numbers on a Train,41.6,Three,In stock,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
Default,Thirteen Reasons Why,52.72,One,In stock,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
Default,The Secret (The Secret #1),27.37,Four,In stock,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
Default,The Psychopath Test: A Journey Through the Madness Industry,36.0,Two,In stock,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
Default,The Kite Runner,41.82,Four,In stock,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
Default,The Girl on the Train,55.02,Two,In stock,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
Default,The Emerald Mystery,23.15,Two,In stock,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,Three,In stock,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
Default,The Art of War,33.34,Five,In stock,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
Default,Secrets and Lace (Fatal Hearts #1),20.27,One,In stock,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
Default,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,One,In stock,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
Default,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,One,In stock,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
Default,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,One,In stock,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
Default,Large Print Heart of the Pride,19.15,Two,In stock,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
Default,Grumbles,22.16,Two,In stock,https://books.toscrape.com/catalogue/grumbles_812/index.html
Default,First Steps for New Christians (Print Edition),29.0,One,In stock,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
Default,Eureka Trivia 6.0,54.59,Four,In stock,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
Default,Drive: The Surprising Truth About What Motivates Us,34.95,Four,In stock,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
Default,Done Rubbed Out (Reightman & Bailey #1),37.72,Five,In stock,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
Default,Beauty Restored (Riley Family Legacy Novellas #3),11.11,Two,In stock,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
Default,Ayumi's Violin,15.48,Two,In stock,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Default,Anonymous,46.82,Four,In stock,https://books.toscrape.com/catalogue/anonymous_790/index.html
Default,Amy Meets the Saints and Sages,18.46,Three,In stock,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
Default,Amatus,50.54,Five,In stock,https://books.toscrape.com/catalogue/amatus_787/index.html
Default,V for Vendetta (V for Vendetta Complete),37.1,Four,In stock,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
Default,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Two,In stock,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
Default,The Wright Brothers,56.8,Four,In stock,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
Default,The Songs of the Gods,44.48,Five,In stock,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
Default,The Rosie Project (Don Tillman #1),54.04,One,In stock,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
Default,The Power of Habit: Why We Do What We Do in Life and Business,16.88,Three,In stock,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
Default,Steve Jobs,39.5,Five,In stock,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
Default,Luckiest Girl Alive,49.83,Three,In stock,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Four,In stock,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Default,Lady Midnight (The Dark Artifices #1),16.28,Five,In stock,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
Default,"Hush, Hush (Hush, Hush #1)",47.02,Three,In stock,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
Default,Greek Mythic History,10.23,Five,In stock,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
Default,Every Last Word,46.47,Three,In stock,https://books.toscrape.com/catalogue/every-last-word_693/index.html
Default,Daily Fantasy Sports,36.58,One,In stock,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Default,Clockwork Angel (The Infernal Devices #1),44.14,One,In stock,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
Default,City of Fallen Angels (The Mortal Instruments #4),11.23,Four,In stock,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
Default,City of Bones (The Mortal Instruments #1),43.28,One,In stock,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
Default,City of Ashes (The Mortal Instruments #2),47.27,One,In stock,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
Default,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Three,In stock,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Default,Carrie,46.23,Two,In stock,https://books.toscrape.com/catalogue/carrie_671/index.html
Default,Angels & Demons (Robert Langdon #1),51.48,Three,In stock,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
Default,"The Three Searches, Meaning, and the Story",13.33,Three,In stock,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Default,Raspberry Pi Electronics Projects for the Evil Genius,49.67,Four,In stock,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
Default,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Five,In stock,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
Default,Eleanor & Park,56.51,Five,In stock,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
Default,Troublemaker: Surviving Hollywood and Scientology,48.39,Two,In stock,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
Default,Adultery,20.88,Five,In stock,https://books.toscrape.com/catalogue/adultery_586/index.html
Default,Unlimited Intuition Now,58.87,Four,In stock,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
Default,Underlying Notes,11.82,Two,In stock,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
Default,The New Brand You: Your New Image Makes the Sale for You,44.05,Five,In stock,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
Default,The Flowers Lied,16.68,Two,In stock,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,Four,In stock,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
Default,Modern Day Fables,47.44,Two,In stock,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,Five,In stock,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
Default,The Martian (The Martian #1),41.39,Two,In stock,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
Default,Left Behind (Left Behind #1),40.72,Two,In stock,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
Default,John Vassos: Industrial Design for Modern Life,20.22,Four,In stock,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
Default,I'll Give You the Sun,56.48,One,In stock,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,Two,In stock,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Default,Ender's Game (The Ender Quintet #1),43.64,One,In stock,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Default,Death by Leisure: A Cautionary Tale,37.51,Four,In stock,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Default,Wildlife of New York: A Five-Borough Coloring Book,22.14,Two,In stock,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,One,In stock,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
Default,The Great Gatsby,36.05,Four,In stock,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
Default,The Good Girl,49.03,Three,In stock,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,Four,In stock,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,Two,In stock,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
Default,Life of Pi,13.22,Four,In stock,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
Default,The Sound Of Love,57.84,Five,In stock,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
Default,The Perks of Being a Wallflower,55.02,Three,In stock,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
Default,The Makings of a Fatherless Child,31.58,Two,In stock,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
Default,The Hobbit (Middle-Earth Universe),17.8,Five,In stock,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
Default,The Fellowship of the Ring (The Lord of the Rings #1),10.27,Two,In stock,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
Default,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,Three,In stock,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
Default,Musicophilia: Tales of Music and the Brain,46.58,One,In stock,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,Four,In stock,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
Default,The Fault in Our Stars,47.22,One,In stock,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
Default,The Dream Thieves (The Raven Cycle #2),34.5,One,In stock,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
Default,The 5th Wave (The 5th Wave #1),11.83,Two,In stock,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
Default,Shiver (The Wolves of Mercy Falls #1),16.23,Five,In stock,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
Default,Remember Me?,11.48,Three,In stock,https://books.toscrape.com/catalogue/remember-me_391/index.html
